rank	term	category	confidence	total_count	hate_count	non_hate_count	annotation_count	definition	reason
885	说安徽	Region	0.9	3	3	0	3	用于贬低或歧视安徽人，常与负面刻板印象（如贫穷、小偷）关联，构成地域攻击。	数据集样本全部标注为仇恨，且语境明确涉及地域歧视（如“安徽人都是小偷”）；网络证据显示“说安徽”常与歧视性用语“白完”关联，用于贬低安徽人。
886	仙女们	Sexism	0.9	3	3	0	3	用于贬低年轻女性，暗示其拜金、矫情、具有应得心态，常与性别歧视和嘲讽相关。	数据集所有样本均标注为仇恨言论，且类别为性别歧视；网络证据显示该词已演变为对女性的贬义称呼，与英语中'fairy'的侮辱性用法相关。
887	智力还	LGBTQ	0.95	3	3	0	3	该术语在上下文中用于贬低同性恋群体，将其智力与儿童或发育不全者相提并论，暗示其智力低下，构成对LGBTQ群体的歧视性攻击。	数据集样本中所有3个实例均被标注为仇恨，且100%属于LGBTQ类别，用于贬低同性恋者的智力。网络证据支持类似表述（如‘智力迟钝’）作为歧视性用语。综合判断应纳入研究词典。
889	不知道自己	Sexism	0.85	4	4	0	1	用于贬低他人，暗示其缺乏自知之明，常与性别、种族或性取向歧视结合，如'不知道自己几斤几两的地下头男'、'黑人不知道自己是凯乐奇计划的棋子'等。	数据集样本中该短语全部用于仇恨语境，涵盖性别歧视、种族歧视和LGBTQ歧视，且上下文判断支持。网络证据虽未显示其为固定侮辱词，但样本证据充分。
890	民族主义者	Racism	0.9	3	3	0	4	用于贬低或攻击特定民族或种族群体，常与排外、歧视性言论相关联，如“逆向民族主义者”等变体。	数据集显示该词在3个样本中均用于仇恨言论，且与种族主义高度相关；网络证据表明其常出现在歧视性语境中。
896	说男人	Sexism	0.85	4	4	0	1	在中文网络语境中，'说男人'常被用作性别歧视言论的开头或组成部分，用于贬低、攻击整个男性群体，例如将男性整体描述为'垃圾'或与负面行为关联。	数据集证据显示该短语在4个样本中全部标注为仇恨言论，主要类别为性别歧视，且上下文明确包含对男性的整体贬低。网络证据虽未将其列为固定黑话，但支持其出现在性别歧视语境中。综合判断，该短语在特定语境下具有仇恨含义，应纳入研究词典。
898	又黑	Racism	0.95	5	5	0	1	在中文互联网语境中，“又黑”常被用作对黑人群体的贬低性描述，与“又丑”、“又臭”等负面词汇连用，表达种族歧视和仇恨。	数据集样本中5条全部标注为仇恨，且明确针对黑人群体进行贬低；网络证据显示该词在中文互联网中常用于仇黑言论。
899	变成烂裤	Sexism	0.95	2	2	0	2	该词是'烂裤裆'的变体，用于侮辱女性性行为不检点，属于性别歧视用语；在上下文中也涉及种族歧视。	数据集样本和网络证据均显示该词用于仇恨/冒犯性语境，侮辱女性性行为不检点，属于性别歧视；部分样本涉及种族歧视。
900	入寝	Racism	0.95	4	4	0	3	用于指代特定族群（如“国际鬼子虫类及其后代虫混”）侵入社会或寄生，带有强烈的种族歧视和仇恨色彩。	所有样本均为仇恨言论，主要归类为种族主义，且网络证据支持其作为种族歧视用语。
902	找黑人的女生	Racism	0.95	3	3	0	3	该短语用于贬低和攻击与黑人男性交往的中国女性，暗示其行为污染血统、扰乱社会，常与种族歧视和性别歧视结合，将中国女性视为资源，污名化其选择。	数据集和网络证据均显示该短语在中文网络中被用作仇恨言论，具有明确的侮辱性和排外含义，且所有标注样本均为仇恨内容。
904	接受同性恋	LGBTQ	0.88	9	8	1	4	该短语常以反问或否定形式出现，表达对同性恋群体的排斥、反感或贬低，属于歧视性语言。	数据集显示高仇恨比例（8/9），样本中多为反问或否定表达排斥；网络证据表明该短语常被用于微歧视或隐性歧视。
905	白色	Racism	0.85	4	4	0	2	在中文网络语境中，“白色”常被用于种族歧视性对比，将白色皮肤与智力、审美等正面特质关联，同时贬低其他肤色（如黑色、棕色），暗示肤色等级。	数据集样本显示“白色”在种族歧视语境中高频出现，用于对比并贬低其他肤色，符合种族歧视特征。网络证据虽未直接支持“白色”本身为歧视词，但样本中的用法明确构成歧视。
906	还生	Racism	0.9	5	5	0	2	用于贬低和歧视跨种族生育，尤其是针对黑人与中国人结合所生子女的侮辱性用语，常与种族歧视和性别歧视相关联。	数据集和网络证据均显示该词在仇恨言论中高频出现，用于攻击黑人和跨种族关系，具有明确的种族歧视和性别歧视色彩。
909	爆杀	Sexism	0.9	4	4	0	4	在网络语境中，'爆杀'被用作攻击性动词，常与针对女性的侮辱性称呼（如'小仙女'、'母钩'、'畒'）连用，表达对女性的仇恨和暴力倾向，属于性别歧视仇恨言论。	数据集样本全部标注为仇恨言论，且主要针对女性群体，结合网络证据显示该词常用于侮辱性语境，因此纳入研究词典。
910	抵制男同	LGBTQ	0.9	4	4	0	1	用于表达对男同性恋群体的抵制和敌意，属于针对LGBTQ群体的仇恨言论。	数据集样本全部标注为仇恨，且网络证据显示该短语与反LGBT标语和歧视相关，支持其作为仇恨/攻击性用语。
911	艾滋病	others	0.85	93	78	15	88	该术语在仇恨言论中用于污名化艾滋病患者，暗示其具有道德缺陷或危险性，常与性行为、疾病传播等负面语境关联，构成歧视性攻击。	数据集显示该词在78%的标注样本中用于仇恨语境，常与性行为、歧视性言论关联；网络证据表明该词被用于污名化艾滋病患者，维基百科和百度百科均指出对艾滋病患者的歧视和污名化现象。
913	妄想	Racism	0.85	5	5	0	2	用于贬低特定群体（如东北人、黑人、通讯录、女性），暗示其有非理性的妄想，构成歧视性标签。	该词在样本中用于贬低多个群体，且网络证据显示其作为歧视用语（如'电波系'）和仇恨言论中的常见元素。
916	个拳师	Sexism	0.95	2	2	0	1	用于贬低和攻击女权主义者，尤其是极端或激进的女权主义者，常带有侮辱性和性别歧视色彩。	数据集和网络证据均显示该词在上下文中明确用于贬低和侮辱女性，尤其是女权主义者，属于性别歧视性黑话，且常与'坦克'等侮辱性词汇并列。
917	个拳法	Sexism	0.95	2	2	0	1	用于贬低和嘲讽女性争取权益的行为，将女性合理诉求污名化为极端、无理取闹的“拳法”，属于性别歧视性黑话。	数据集样本全部标注为仇恨，且上下文明确用于攻击女性；网络证据显示该词是性别对立黑话，常用于贬低女性权益主张。
918	女拳拿	Sexism	0.95	2	2	0	1	该术语是'女拳'的变体，用于贬低和攻击女权主义者，将其与极端、无理取闹等负面刻板印象关联，属于性别歧视性仇恨言论。	数据集样本中该词均用于贬低女权主义者，结合网络证据确认其为侮辱性称呼，属于性别歧视。
919	女拳和	Sexism	0.95	2	2	0	1	该词是'女拳'的变体，用于贬低和攻击女权主义者，常出现在性别对立语境中，具有侮辱性。	数据集样本显示该词用于仇恨言论，网络证据也证实其为侮辱性称呼，属于性别歧视。
920	女拳最	Sexism	0.95	2	2	0	1	该术语是'女拳'的变体，用于贬低和攻击女权主义者，常出现在仇恨言论中，将女性描述为极端、情绪化、不学无术等，构成性别歧视。	数据集样本显示该词用于仇恨言论，且网络证据表明'女拳'是侮辱性称呼，用于攻击女权主义者。
921	么女拳	Sexism	0.95	2	2	0	1	该词是'女拳'的变体，用于贬低女性或女权主义者，暗示其无理取闹、挑起性别对立，属于性别歧视性仇恨言论。	数据集样本中该词均用于仇恨语境，标注为性别歧视；网络证据显示'女拳'及其变体被广泛用作侮辱性称呼，攻击女权主义群体。
922	捡破烂	Region	0.9	2	2	0	1	在特定语境下，用于贬低特定地域（如安徽）的人，将其与乞丐、穷苦农民工等负面刻板印象关联，构成地域歧视。	数据集样本显示该词在语境中明确用于地域歧视，且web证据表明其本身中性但可被用作侮辱性标签。
923	为肮脏	LGBTQ	0.9	2	2	0	1	该词在上下文中用于贬低同性恋行为，将同性恋与肮脏、淫秽、疾病等负面概念关联，构成对LGBTQ群体的歧视性语言。	数据集和网络证据均显示该词在上下文中明确用于贬低LGBTQ群体，将同性恋行为描述为“肮脏淫秽”，具有强烈的侮辱性和歧视性。
925	反同战	LGBTQ	0.95	5	5	0	4	指代反对同性恋的群体，常带有攻击性和歧视性，用于贬低和攻击LGBTQ群体。	该术语在数据集和网络证据中均明确用于仇恨言论，所有样本均为仇恨标注，且网络证据显示其属于反LGBTQ标语，被广泛视为仇恨言论。
926	骂死	Sexism	0.85	2	2	0	2	在中文网络语境中，“骂死”常用于表达对特定群体（尤其是女性）的强烈敌意和攻击性言论，意图通过辱骂来压制或贬低该群体。	数据集证据显示“骂死”在样本中均用于性别歧视语境，表达对女性的敌意；网络证据虽未直接定义其为仇恨用语，但结合样本语境，其作为攻击性表达具有明确的歧视性。
927	拳師	Sexism	0.95	2	2	0	2	在中文网络语境中，“拳師”是“女拳师”的简称，用于贬低和攻击持有激进女权观点的女性，暗示她们无理取闹、挑起性别对立，具有性别歧视和侮辱性。	数据集样本显示该词用于性别歧视性仇恨言论，网络证据证实其作为侮辱性标签广泛使用，且无显著非仇恨用法。
928	脏掉	Sexism	0.85	2	2	0	2	用于贬低女性，暗示女性不洁或道德败坏，尤其用于形容女性所生的孩子，带有性别歧视色彩。	数据集证据显示该词在性别歧视语境中使用，且被标注为仇恨言论；网络证据虽未广泛支持，但数据集样本明确显示其攻击性用法。
929	丑女	Sexism	0.95	2	2	0	2	用于贬低女性外貌，常与性别歧视言论结合，攻击女性群体。	数据集和网络证据均显示该词在上下文中明确用于贬低女性外貌，构成性别歧视和仇恨言论。
930	钕拳	Sexism	0.95	2	2	0	2	该词是“女拳”的变体，用于贬低和侮辱女权主义者，暗示其行为极端、无理取闹，常出现在性别对立言论中，具有明显的性别歧视色彩。	数据集样本中该词均用于仇恨语境，标注为性别歧视；网络证据显示该词是“女拳”的变体，广泛用于贬低女权主义者，具有侮辱性和歧视性。
931	拳把	Sexism	0.9	2	2	0	2	用于贬低和攻击女性或女权主义者的侮辱性词汇，常与'女拳'关联，指代极端女权主义者并带有性别歧视和敌意。	数据集和网络证据均显示'拳把'在上下文中用于攻击女性（如与'母猪'连用）和贬低女权运动，符合性别歧视仇恨用语特征。
933	黑人来	Racism	0.95	4	4	0	1	该术语用于表达对黑人群体的歧视、排斥或负面刻板印象，常与犯罪、低素质、不受欢迎等负面概念关联，构成种族歧视和性别歧视的仇恨言论。	数据集和网络证据均显示该词在上下文中几乎全部用于仇恨语境，且与种族歧视和侮辱性含义强相关。
