condition,iqr,max,mean,median,metric,min,n,p05,p95,q25,q75,status,stratum,task
CLnewNoCat,0.4399304258337864,3.081612279823486,2.2625643252651355,2.228316021914299,mean_with_eos/within_k/natural/Sexism/4,1.4808665073344955,252,1.7240960009306585,2.8218064481018277,2.0576323279316746,2.497562753765461,defined,gold_size_0,group
CLnewNoCat,0.4625264941663205,3.165268531281199,2.147680433102343,2.1478115223050738,mean_with_eos/within_k/natural/Sexism/4,0.9129235140929288,328,1.5957012107749518,2.7368461906841723,1.9335294862192376,2.396055980385558,defined,gold_size_1,group
CLnewNoCat,0.47261999649272335,3.0287254218685247,2.1017384195139726,2.1147093685539993,mean_with_eos/within_k/natural/Sexism/4,0.7916585675168525,63,1.5851119441857435,2.6769459882532605,1.8699919019606028,2.342611898453326,defined,gold_size_2plus,group
CLDnewNoCat,0.4188567910509253,3.542323541667853,2.0602865210820585,2.0763429713592814,mean_with_eos/within_k/natural/Sexism/4,0.4804999075108056,643,1.4318897456260435,2.6308273304903254,1.8646931720330329,2.283549963083958,defined,all,group
CLDnewNoCat,0.5511398436538537,3.542323541667853,2.067491538784093,2.0786187560914717,mean_with_eos/within_k/natural/Sexism/4,0.4804999075108056,223,1.29238948214533,2.6952286079432772,1.8138006901426091,2.364940533796463,defined,Lq_hit,group
CLDnewNoCat,0.35752292064746105,3.319839404649397,2.05646099977836,2.075495563490681,mean_with_eos/within_k/natural/Sexism/4,0.9940675360521931,420,1.5395196628120011,2.517739401011169,1.8926964637967607,2.2502193844442218,defined,Lq_no_hit,group
CLDnewNoCat,0.39070586773997995,3.319839404649397,2.048921454964791,2.0363230774024648,mean_with_eos/within_k/natural/Sexism/4,1.1494295055640062,252,1.5441090142051144,2.502561143011631,1.8639227855091827,2.2546286532491626,defined,gold_size_0,group
CLDnewNoCat,0.4126351405687836,3.542323541667853,2.0504794644857376,2.0746281703550635,mean_with_eos/within_k/natural/Sexism/4,0.4804999075108056,328,1.4148806805575793,2.653675453501763,1.8551077298613299,2.2677428704301135,defined,gold_size_1,group
CLDnewNoCat,0.5334851242467353,3.3311672608244254,2.156805746878009,2.205569968049537,mean_with_eos/within_k/natural/Sexism/4,1.0340621017531137,63,1.1694322380928337,2.737526318018937,1.9770803102525392,2.5105654344992745,defined,gold_size_2plus,group
C0,0.49943641067208344,2.2326478228757267,0.8189151032450717,0.7953677282672158,mean_with_eos/within_k/count_corrected/Sexism/4,0.05721045690049675,643,0.3082841458793215,1.3818955994882969,0.5602990396142422,1.0597354502863257,defined,all,group
C0,0.37593131388100653,1.383359476793576,0.667181157332638,0.6700190063788496,mean_with_eos/within_k/count_corrected/Sexism/4,0.05721045690049675,223,0.2397211122735379,1.1015992644739931,0.4757727460225838,0.8517040599035903,defined,Lq_hit,group
C0,0.5167810966291669,2.2326478228757267,0.8994786030985779,0.9139889617213783,mean_with_eos/within_k/count_corrected/Sexism/4,0.11507610600939278,420,0.369667705200893,1.4369075067244772,0.630993807508483,1.14777490413765,defined,Lq_no_hit,group
C0,0.5227269437320472,2.2326478228757267,0.9848462579599782,1.0352697158098034,mean_with_eos/within_k/count_corrected/Sexism/4,0.1557066003545946,252,0.37226044996920754,1.5140409605813936,0.7148745488786477,1.2376014926106949,defined,gold_size_0,group
C0,0.4024189695554725,1.4810027241808836,0.7360200456458826,0.7266692575570148,mean_with_eos/within_k/count_corrected/Sexism/4,0.09624023318684549,328,0.3094562364188317,1.1806709147103915,0.543847064586543,0.9462660341420155,defined,gold_size_1,group
C0,0.2814139689258157,1.0808484593019532,0.5867711017272541,0.560478509742415,mean_with_eos/within_k/count_corrected/Sexism/4,0.05721045690049675,63,0.2573446658715694,0.96362152144795,0.450107826485715,0.7315217954115307,defined,gold_size_2plus,group
CLnew,0.5636043430581559,2.560210843346055,0.8369805476293948,0.8341087716440854,mean_with_eos/within_k/count_corrected/Sexism/4,-0.712656893562551,643,0.06219208149409901,1.6243803913247057,0.555792419280424,1.1193967623385799,defined,all,group
CLnew,0.7054083041601757,2.560210843346055,0.7515622390285048,0.7538571161049077,mean_with_eos/within_k/count_corrected/Sexism/4,-0.712656893562551,223,-0.15754861767708284,1.7198656140497948,0.35878729108584695,1.0641955952460227,defined,Lq_hit,group
CLnew,0.5472270709787924,2.460697317297541,0.8823336019579623,0.8642336970107867,mean_with_eos/within_k/count_corrected/Sexism/4,-0.6443231936335609,420,0.17664291330732698,1.5972174732461348,0.592860246050407,1.1400873170291994,defined,Lq_no_hit,group
CLnew,0.6399073575408912,2.460697317297541,0.9419181408734182,0.9174766422346794,mean_with_eos/within_k/count_corrected/Sexism/4,-0.6443231936335609,252,0.15802782033317558,1.7257790320288673,0.6333144881210936,1.2732218456619848,defined,gold_size_0,group
CLnew,0.5306245057732102,2.052628510002471,0.7171295667079843,0.7468253863174743,mean_with_eos/within_k/count_corrected/Sexism/4,-0.712656893562551,328,0.013438081729414974,1.3148068241834472,0.4754858739733814,1.0061103797465916,defined,gold_size_1,group
CLnew,0.7271534372720483,2.560210843346055,1.0412162340536595,1.046874673831524,mean_with_eos/within_k/count_corrected/Sexism/4,-0.15839776598203148,63,0.09887466808297084,1.9583560846669905,0.7001373511167148,1.427290788388763,defined,gold_size_2plus,group
CD,0.4056240614107405,2.059786367408166,0.5998788661397904,0.5982771847521511,mean_with_eos/within_k/count_corrected/Sexism/4,-0.6060807550002744,643,0.03500528230803897,1.0624494000417675,0.40648078003110344,0.8121048414418439,defined,all,group
CD,0.4489315924816848,1.507475522072636,0.5822059975883529,0.5775050975746903,mean_with_eos/within_k/count_corrected/Sexism/4,-0.3054185170391184,223,0.010800801491185926,1.0965427477381875,0.37266556347621194,0.8215971559578967,defined,Lq_hit,group
CD,0.3881100457779434,2.059786367408166,0.6092623177754345,0.6084315332171979,mean_with_eos/within_k/count_corrected/Sexism/4,-0.6060807550002744,420,0.12478082427032382,1.038769199831329,0.42202246241065344,0.8101325081885968,defined,Lq_no_hit,group
CD,0.40053567701673876,2.059786367408166,0.6071550850296623,0.6095509190861687,mean_with_eos/within_k/count_corrected/Sexism/4,-0.21976172110394754,252,0.13001139802052966,1.0562230757041429,0.39844855687880354,0.7989842338955423,defined,gold_size_0,group
CD,0.3741429628326115,1.403334797865934,0.5813248762042521,0.5798712799332837,mean_with_eos/within_k/count_corrected/Sexism/4,-0.6060807550002744,328,0.020707630802768585,1.0411485863657972,0.41771968100438095,0.7918626438369925,defined,gold_size_1,group
CD,0.5114433578532985,1.507475522072636,0.667372541355802,0.7230868961016153,mean_with_eos/within_k/count_corrected/Sexism/4,-0.12880007640539892,63,0.00622139612266537,1.2720630007411204,0.39071215125562564,0.9021555091089242,defined,gold_size_2plus,group
CLDnew,0.4581902414132861,2.557585616415671,0.6432036472624227,0.6509613559602625,mean_with_eos/within_k/count_corrected/Sexism/4,-1.213197209458056,643,0.017136082084444133,1.2480038903622446,0.40512339789800556,0.8633136393112917,defined,all,group
CLDnew,0.6327546367250713,2.387281054108845,0.6319946735712637,0.6135020820956723,mean_with_eos/within_k/count_corrected/Sexism/4,-1.213197209458056,223,-0.08293542981454503,1.4464169692933893,0.2980141362131824,0.9307687729382537,defined,Lq_hit,group
CLDnew,0.3872827469544441,2.557585616415671,0.6491550785317762,0.6625280951042596,mean_with_eos/within_k/count_corrected/Sexism/4,-0.4692600021953286,420,0.08176752081926221,1.144982901467476,0.4509704533762505,0.8382532003306946,defined,Lq_no_hit,group
CLDnew,0.3875404478433715,2.557585616415671,0.6413642997251882,0.6417217026787467,mean_with_eos/within_k/count_corrected/Sexism/4,-0.40116283328986746,252,0.07108544232376521,1.1697987259920308,0.43697629448376374,0.8245167423271352,defined,gold_size_0,group
CLDnew,0.49400838567813476,2.387281054108845,0.6109452245064826,0.6291587308666597,mean_with_eos/within_k/count_corrected/Sexism/4,-1.213197209458056,328,0.010653286343936448,1.1904245526524269,0.34424481465255985,0.8382532003306946,defined,gold_size_1,group
CLDnew,0.5186227975901834,1.8291590265510245,0.8185096511248268,0.8063668879995445,mean_with_eos/within_k/count_corrected/Sexism/4,-0.5594375119822887,63,-0.07507490422886262,1.4827626900766455,0.6164551422949711,1.1350779398851545,defined,gold_size_2plus,group
CLnewNoCat,0.45857177951930916,1.7789741701613082,0.8019092352312182,0.7956037398146385,mean_with_eos/within_k/count_corrected/Sexism/4,-0.5946357936030381,643,0.23781670822620718,1.3833984882253583,0.5816095279770621,1.0401813074963713,defined,all,group
CLnewNoCat,0.620178704123269,1.642431060748634,0.7768149319829489,0.8123849667654033,mean_with_eos/within_k/count_corrected/Sexism/4,-0.5946357936030381,223,0.1697406170149061,1.407084610790122,0.4682887275113826,1.0884674316346516,defined,Lq_hit,group
CLnewNoCat,0.3669578419607471,1.7789741701613082,0.8152331152892279,0.7822930534208523,mean_with_eos/within_k/count_corrected/Sexism/4,0.010531260784396368,420,0.27937629762631233,1.3746324098261289,0.6256247345227886,0.9925825764835357,defined,Lq_no_hit,group
CLnewNoCat,0.43993042583378617,1.6953179187035954,0.8762699641452447,0.8420216607944082,mean_with_eos/within_k/count_corrected/Sexism/4,0.09457214621460497,252,0.33780163981076783,1.4355120869819373,0.671337966811784,1.1112683926455702,defined,gold_size_0,group
CLnewNoCat,0.4625264941663205,1.7789741701613082,0.7613860719824527,0.761517161185183,mean_with_eos/within_k/count_corrected/Sexism/4,-0.47337084702696175,328,0.20940684965506115,1.350551829564282,0.547235125099347,1.0097616192656675,defined,gold_size_1,group
CLnewNoCat,0.47261999649272335,1.642431060748634,0.715444058394082,0.7284150074341087,mean_with_eos/within_k/count_corrected/Sexism/4,-0.5946357936030381,63,0.19881758306585304,1.29065162713337,0.48369754084071226,0.9563175373334356,defined,gold_size_2plus,group
CLDnewNoCat,0.4188567910509253,2.1560291805479626,0.6739921599621683,0.6900486102393908,mean_with_eos/within_k/count_corrected/Sexism/4,-0.905794453609085,643,0.04559538450615286,1.2445329693704346,0.4783988109131423,0.8972556019640676,defined,all,group
CLDnewNoCat,0.5511398436538537,2.1560291805479626,0.6811971776642027,0.6923243949715812,mean_with_eos/within_k/count_corrected/Sexism/4,-0.905794453609085,223,-0.0939048789745606,1.3089342468233869,0.42750632902271857,0.9786461726765723,defined,Lq_hit,group
CLDnewNoCat,0.35752292064746105,1.9335450435295065,0.670166638658469,0.6892012023707903,mean_with_eos/within_k/count_corrected/Sexism/4,-0.39222682506769746,420,0.1532253016921105,1.1314450398912785,0.5064021026768701,0.8639250233243312,defined,Lq_no_hit,group
CLDnewNoCat,0.3907058677399802,1.9335450435295065,0.6626270938449007,0.6500287162825742,mean_with_eos/within_k/count_corrected/Sexism/4,-0.23686485555588432,252,0.1578146530852238,1.1162667818917404,0.477628424389292,0.8683342921292722,defined,gold_size_0,group
CLDnewNoCat,0.4126351405687836,2.1560291805479626,0.6641851033658468,0.688333809235173,mean_with_eos/within_k/count_corrected/Sexism/4,-0.905794453609085,328,0.028586319437688835,1.2673810923818727,0.4688133687414392,0.8814485093102228,defined,gold_size_1,group
CLDnewNoCat,0.5334851242467351,1.9448728997045348,0.7705113857581186,0.8192756069296465,mean_with_eos/within_k/count_corrected/Sexism/4,-0.3522322593667768,63,-0.21686212302705696,1.3512319568990465,0.5907859491326486,1.1242710733793837,defined,gold_size_2plus,group
C0,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,all,group
C0,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_hit,group
C0,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
C0,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_0,group
C0,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_1,group
C0,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CLnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,all,group
CLnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_hit,group
CLnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CLnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_0,group
CLnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_1,group
CLnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CD,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,all,group
CD,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_hit,group
CD,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CD,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_0,group
CD,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_1,group
CD,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CLDnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,all,group
CLDnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_hit,group
CLDnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CLDnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_0,group
CLDnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_1,group
CLDnew,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CLnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,all,group
CLnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_hit,group
CLnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CLnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_0,group
CLnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_1,group
CLnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CLDnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,all,group
CLDnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_hit,group
CLDnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CLDnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_0,group
CLDnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_1,group
CLDnewNoCat,,,,,mean_with_eos/within_k/natural/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
C0,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,all,group
C0,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_hit,group
C0,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
C0,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_0,group
C0,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_1,group
C0,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CLnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,all,group
CLnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_hit,group
CLnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CLnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_0,group
CLnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_1,group
CLnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CD,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,all,group
CD,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_hit,group
CD,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CD,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_0,group
CD,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_1,group
CD,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CLDnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,all,group
CLDnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_hit,group
CLDnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_no_hit,group
CLDnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_0,group
CLDnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_1,group
CLDnew,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,gold_size_2plus,group
CLnewNoCat,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,all,group
CLnewNoCat,,,,,mean_with_eos/within_k/count_corrected/Sexism/5,,0,,,,,undefined,Lq_hit,group
